condition,advisor,participant,Answer.surveycode,Finished,Q_TotalDuration,iud_c,advc_i_t_3,adv_t_3,hjt_c,ypl_c,sqt_c,jfm_c,lnc_c,Prev.Games_1,Prev.Games_2,Prev.Games_3,Prev.Games_3_TEXT,Prev.Games_4,Play.Rate,PlayHistor,adv_skl,adv_comp,adv_help_hyp,adv_eff_hyp,adv_help,adv_eff_1,Subjec.Exp,SubjSkill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,input_TEXT,browser,age,gender,randomized_order,Exclude,Exclude_why,baseline,advisor_pid,advisor_start.date,advisor_ResponseID,advisor_duration,advisor_browser_meta,advisor_consent_t_3,advisor_Intro_t_3,advisor_Line_t_3,advisor_Line2_c,advisor_Practice_c,advisor_itz_c,advisor_iud_c,advisor_hjt_c,advisor_ypl_c,advisor_sqt_c,advisor_yto_c,advisor_jfm_c,advisor_kte_c,advisor_bga_c,advisor_lnc_c,advisor_board_mean,advisor_board_median,advisor_adv_inst_t_3,advisor_advice,advisor_advice_t_3,advisor_subexp,advisor_subskill,advisor_input,advisor_browser_report,advisor_avg_perf,advisor_adv_eff_1,advisor_age,advisor_gender,advisor_vision,advisor_language,advisor_language2,StudyGuess.y,Comments.y,advisor_board_order,advisor_b1,advisor_b2,advisor_b3,advisor_b4,advisor_b5,advisor_b6,advisor_b7,advisor_b8,advisor_b9,advisor_b10,advisor_s1,advisor_s2,advisor_s3,advisor_s4,advisor_s5,advisor_s6,advisor_s7,advisor_s8,advisor_s9,advisor_s10,baseline
treatment,ap02,624,R_1LNH0Qe31P3JRLv,1,736,112.418,16.918,13.571,35.198,29.408,46.663,35.497,65.053,NA,NA,NA,NA,1,NA,NA,2,2,,,4,39,1,1,60,45,trackpad,NA,Google Chrome,30,Female,adv_header|ap02|adv_t|Q151,NA,NA,112.418,1,42289.78333,R_1C3BDSKrTvEeo6w,774,Chrome,2.186,12.041,13.281,1.811,157.437,25.515,30.897,40.517,50.01,15.082,27.397,16.864,17.447,17.259,15.669,25.6657,21.481,44.143,I would move the balls that are furthest away from each other first. I would also go for the ones near the corner or edges. ,25.409,2,2,mouse,Google Chrome,40,53,24,Male,1,1,NA,People's problem solving skills. Logical problem solving. ,NA,hjt|itz|lnc|kte|yto|sqt|jfm|iud|bga|ypl,hjt_c,itz_c,lnc_c,kte_c,yto_c,sqt_c,jfm_c,iud_c,bga_c,ypl_c,40.517,25.515,15.669,17.447,27.397,15.082,16.864,30.897,17.259,50.01,112.418
treatment,ap11,382,R_2QfJ4M4NFoUAPyj,1,817,112.435,16.867,15.068,40.91,43.663,42.704,60.491,31.615,NA,NA,NA,NA,1,NA,NA,3,3,,,5,45,1,2,45,40,mouse,NA,Google Chrome,29,Male,adv_header|ap11|adv_t|Q151,NA,NA,112.435,46,42289.78403,R_22kRZzZjZHmXqPK,836,Firefox,2.223,13.86,6.084,2.49,26.805,52.152,28.65,22.97,48.141,18.619,24.17,61.776,34.458,22.379,23.127,33.6442,26.41,24.251,Connect the colors that are closer together first. Then fill up the rest of the space with the farther apart colors. Try to hug the walls whenever possible. Try to leave plenty of space in the middle of the board.,97.186,1,1,mouse,Mozilla Firefox,30,20,29,Male,1,1,NA,to find out how popl give advises for puzzle games,NA,hjt|ypl|yto|itz|iud|bga|lnc|kte|jfm|sqt,hjt_c,ypl_c,yto_c,itz_c,iud_c,bga_c,lnc_c,kte_c,jfm_c,sqt_c,22.97,48.141,24.17,52.152,28.65,22.379,23.127,34.458,61.776,18.619,112.435
control,ap00,2573,R_2e85yVUtq1mSsrI,1,933,112.508,,,118,37.45,44.501,60.06,67.398,NA,NA,NA,NA,1,NA,NA,,,3,20,,,1,1,60,,touchscreen,NA,Google Chrome,42,Male,,NA,NA,112.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap13,1699,R_9GHMtgxwafs4EyR,1,1396,112.835,35.107,22.559,83.929,47.902,42.472,50.723,51.167,NA,NA,NA,NA,1,NA,NA,3,3,,,5,65,1,1,30,25,mouse,NA,Google Chrome,47,Female,adv_header|ap13|adv_t|Q151,NA,NA,112.835,99,42289.81667,R_3CPFibPRGOf1Zq0,596,Chrome,15.058,11.049,4.103,4.337,22.339,59.744,20.975,35.886,19.108,31.188,26.158,40.408,16.124,19.242,27.6,29.6433,26.879,16.651,try starting by connecting the dots that are closest together first. then weave dots together around those. finish around the perimeter of the board last.,31.67,2,2,mouse,Google Chrome,20,52,31,Female,1,1,NA,unsure,NA,itz|hjt|bga|lnc|sqt|jfm|ypl|yto|kte|iud,itz_c,hjt_c,bga_c,lnc_c,sqt_c,jfm_c,ypl_c,yto_c,kte_c,iud_c,59.744,35.886,19.242,27.6,31.188,40.408,19.108,26.158,16.124,20.975,112.835
control,ap00,2396,R_d9Z6lTL4dqDEAvf,1,546,112.901,,,24.587,26.634,30.6,41.107,102.668,NA,NA,NA,NA,1,NA,NA,,,4,17,,,2,2,30,,touchscreen,NA,Mozilla Firefox,28,Female,,NA,NA,112.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2172,R_3nkC1nR20tKfcbB,1,1370,112.92,,,77.065,33.281,26.133,26.107,39.91,NA,NA,NA,NA,1,NA,NA,,,4,35,,,2,2,30,,touchscreen,NA,Mozilla Firefox,29,Female,,NA,NA,112.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap39,1507,R_31acOWWosTqIaSi,1,972,112.944,17.573,21.127,91.654,54.692,78.775,43.48,56.472,NA,NA,NA,NA,1,NA,NA,2,2,,,3,11,1,1,60,55,trackpad,NA,Google Chrome,31,Female,adv_header|ap39|adv_t|Q151,NA,NA,112.944,24,42289.78403,R_3rNuAkGTy4QXD2q,951,Chrome,15.938,20.593,9.227,8.362,70.11,121.762,30.561,28.986,37.734,78.651,75.19,37.087,45.713,20.92,27.01,50.3614,37.4105,17.231,"I would suggest starting by connecting the dots furthest apart and closest to the edges of the board, then work your way down by then completing the next furthest, until you finish.",56.514,1,1,mouse,Google Chrome,30,75,33,Female,1,1,NA,Strategies people use for problem solving,"Fun, cool game!",itz|sqt|jfm|yto|kte|iud|bga|ypl|hjt|lnc,itz_c,sqt_c,jfm_c,yto_c,kte_c,iud_c,bga_c,ypl_c,hjt_c,lnc_c,121.762,78.651,37.087,75.19,45.713,30.561,20.92,37.734,28.986,27.01,112.944
treatment,ap03,728,R_3qX3zui2CnHzXcL,1,784,112.956,44.301,18.146,28.148,40.074,59.085,16.42,31.331,NA,NA,NA,NA,1,NA,NA,2,2,,,4,19,2,2,30,30,mouse,NA,Mozilla Firefox,33,Male,adv_header|ap03|adv_t|Q151,NA,NA,112.956,48,42289.78403,R_2Yt6IZW8AhaqbFm,754,Firefox,4.805,32.825,6.583,3.462,16.544,22.968,19.434,30.806,23.974,22.082,18.142,20.957,33.386,21.739,75.199,28.8687,22.525,16.372,"The best way to complete the board is by linking the colors that are furthest apart first. This will allow you to see patterns and quickly link the colors that are close together in the best way. If you get stuck and two colored lines seem to be intersecting, try to attach the line from one color to another by taking the line in the opposite direction and coming at it from a different angle. This will usually solve any conflicting lines.",129.996,1,3,trackpad,Mozilla Firefox,40,40,28,Female,1,1,NA,How individuals are able to adapt their own techniques to tips for another player.,NA,lnc|hjt|ypl|kte|iud|yto|jfm|sqt|bga|itz,lnc_c,hjt_c,ypl_c,kte_c,iud_c,yto_c,jfm_c,sqt_c,bga_c,itz_c,75.199,30.806,23.974,33.386,19.434,18.142,20.957,22.082,21.739,22.968,112.956
treatment,ap42,1091,R_2DLIKDUkL1OhVPn,1,1036,112.956,30.878,15.352,62.247,54.846,46.22,28.865,38.366,NA,NA,NA,NA,1,NA,NA,1,1,,,2,0,1,2,40,50,mouse,NA,Mozilla Firefox,43,Female,adv_header|ap42|adv_t|Q151,NA,NA,112.956,95,42289.81319,R_USZF3j7PkAp6PK1,1208,Chrome,190.63,17.809,9.507,4.375,85.855,29.667,87.353,111.514,44.432,35.316,73.366,37.699,29.702,37.748,37.997,52.4794,37.8725,22.12,Start with the ones that will only have one solution possible.,19.53,1,2,trackpad,Google Chrome,50,55,25,Male,1,1,NA,NA,NA,hjt|bga|kte|lnc|iud|sqt|yto|jfm|ypl|itz,hjt_c,bga_c,kte_c,lnc_c,iud_c,sqt_c,yto_c,jfm_c,ypl_c,itz_c,111.514,37.748,29.702,37.997,87.353,35.316,73.366,37.699,44.432,29.667,112.956
treatment,ap01,1089,R_w4WvDqbhtUr6Odz,1,1511,113.02,17.057,14.732,33.288,38.706,41.838,56.745,10.26,NA,NA,NA,NA,1,NA,NA,2,2,,,4,41,1,1,15,10,trackpad,NA,Mozilla Firefox,36,Female,adv_header|ap01|adv_t|Q151,NA,NA,113.02,65,42289.78681,R_3JYT3RQm5ZRRzDb,724,Chrome,8.045,26.026,6.711,3.278,18.877,20.501,32.168,85.982,15.9,41.901,16.275,15.409,17.208,17.927,36.015,29.9286,19.214,43.417,Connect the dots closest to each other first.,24.225,1,2,mouse,Google Chrome,25,38,25,Male,1,1,NA,Player skill perception,NA,lnc|iud|sqt|itz|ypl|kte|bga|hjt|yto|jfm,lnc_c,iud_c,sqt_c,itz_c,ypl_c,kte_c,bga_c,hjt_c,yto_c,jfm_c,36.015,32.168,41.901,20.501,15.9,17.208,17.927,85.982,16.275,15.409,113.02
treatment,ap68,93,R_9Tt1x25FV9E15pn,1,1274,113.02,30.59,31.775,79.834,84.92,114.901,50.364,131.924,NA,NA,NA,NA,1,NA,NA,2,3,,,4,10,1,1,65,60,trackpad,NA,Mozilla Firefox,47,Female,adv_header|ap68|adv_t|Q151,NA,NA,113.02,38,42289.78403,R_3pfD2b2LrgeuD7U,1454,Chrome,5.493,17.105,7.926,11.535,94.625,82.039,38.618,110.936,65.529,146.176,124.166,38.56,37.334,47.869,63.077,75.4304,64.303,22.069,Try to connect dots on the edges first.  Try to connect simple paths next.  Try to leave openings for complicated paths. ,112.951,2,2,trackpad,Google Chrome,90 sec,52,52,Male,1,1,NA,To see what kind of advice people will come up with.,NA,itz|yto|sqt|ypl|hjt|jfm|iud|lnc|kte|bga,itz_c,yto_c,sqt_c,ypl_c,hjt_c,jfm_c,iud_c,lnc_c,kte_c,bga_c,82.039,124.166,146.176,65.529,110.936,38.56,38.618,63.077,37.334,47.869,113.02
treatment,ap41,1692,R_12fIAUPs8RzDkpO,1,1036,113.1,17.162,13.117,33.477,21.635,27.006,23.929,24.608,NA,NA,NA,NA,1,NA,NA,2,1,,,3,40,2,2,40,40,mouse,NA,Google Chrome,30,Female,adv_header|ap41|adv_t|Q151,NA,NA,113.1,85,42289.79653,R_Z8k06OtVihsbHTb,934,Chrome,5.479,22.214,11.536,4.032,51.005,52.189,37.43,45.13,35.793,28.473,48.981,34.771,38.293,35.523,69.76,42.6343,37.8615,19.276,Find the circles that are farthest apart and connect those first and then the closer ones will be evident of the path you need to connect them. ,34.393,1,1,mouse,Google Chrome,55,100,34,Male,1,1,NA,no clue,NA,lnc|itz|iud|hjt|kte|ypl|bga|jfm|sqt|yto,lnc_c,itz_c,iud_c,hjt_c,kte_c,ypl_c,bga_c,jfm_c,sqt_c,yto_c,69.76,52.189,37.43,45.13,38.293,35.793,35.523,34.771,28.473,48.981,113.1
treatment,ap16,1071,R_eXOSJnItjKnumNL,1,820,113.181,17.236,18.594,97.514,35.45,67.016,30.741,32.598,NA,NA,NA,NA,1,NA,NA,2,2,,,4,48,2,2,30,30,trackpad,NA,Safari,33,Female,adv_header|ap16|adv_t|Q151,NA,NA,113.181,70,42289.78819,R_3k1BFu9epk78aVH,661,Firefox,2.349,13.904,4.383,3.573,40.014,26.307,44.202,29.038,19.933,26.052,60.281,36.285,28.766,19.101,25.663,31.5628,27.5365,17.4,Start with the largest gap between colored dots and move backwards from there.,22.109,1,2,mouse,Mozilla Firefox,35,49,32,Male,1,1,NA,not sure,NA,lnc|hjt|iud|itz|yto|bga|ypl|sqt|kte|jfm,lnc_c,hjt_c,iud_c,itz_c,yto_c,bga_c,ypl_c,sqt_c,kte_c,jfm_c,25.663,29.038,44.202,26.307,60.281,19.101,19.933,26.052,28.766,36.285,113.181
control,ap00,2171,R_3NJtV1hbAfYomJH,1,957,113.38,,,105.517,57.193,68.055,57.407,55.2,NA,NA,NA,NA,1,NA,NA,,,3,28,,,1,2,60,,mouse,NA,Google Chrome,28,Male,,NA,NA,113.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2568,R_1NgGpsJTgTZiQuK,1,846,113.45,,,62.24,43.919,64.852,37.283,47.704,NA,NA,NA,NA,1,NA,NA,,,3,19,,,2,2,45,,mouse,NA,Google Chrome,44,Male,,NA,NA,113.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2618,R_bNGdoCSBmRvUxWN,1,2383,113.533,,,84.059,185.624,57.755,48.05,63.271,NA,NA,NA,NA,1,NA,NA,,,3,30,,,1,1,45,,touchscreen,NA,Google Chrome,32,Female,,NA,NA,113.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap63,789,R_Y6o69H0KIOkGNZn,1,589,113.631,16.759,13.933,24.33,20.103,22.953,24.162,27.75,NA,NA,NA,NA,1,NA,NA,2,2,,,5,40,1,1,35,25,trackpad,NA,Google Chrome,31,Male,adv_header|ap63|adv_t|Q151,NA,NA,113.631,89,42289.80139,R_29bHTUC2CIKSmRv,1634,Chrome,49.375,15.359,5.164,4.662,68.268,37.857,55.035,237.868,148.137,53.889,187.818,50.589,108.823,44.493,39.58,96.4089,54.462,16.272,Experiment at first. Try to see where certain color lines would HAVE to fill in the space in order for all the spaces to be filled.,51.848,1,1,mouse,Google Chrome,200,13,25,Male,1,1,NA,Probably had something to do without our ability to describe our own strategies and methods.,No comments.,iud|kte|hjt|sqt|bga|itz|lnc|ypl|jfm|yto,iud_c,kte_c,hjt_c,sqt_c,bga_c,itz_c,lnc_c,ypl_c,jfm_c,yto_c,55.035,108.823,237.868,53.889,44.493,37.857,39.58,148.137,50.589,187.818,113.631
treatment,ap72,1512,R_3FJ7KzPnT2LRed0,1,930,113.698,39.696,17.583,52.058,43.84,69.083,29.767,93.296,NA,NA,NA,NA,1,NA,NA,2,2,,,5,60,2,2,40,30,trackpad,NA,Google Chrome,51,Female,adv_header|ap72|adv_t|Q151,NA,NA,113.698,62,42289.78542,R_2tsssmL8nNfY7m2,1893,Firefox,15.911,520.397,8.461,6.359,59.414,137.139,113.435,118.748,36.598,100.765,97.445,92.389,27.688,30.543,78.101,83.2851,94.917,22.273,"Map things out in your head or by tracing with your mouse first. If you come to a block, just drag through it and it will overwrite what was there instead of having to manually remove the colors.",121.242,1,1,mouse,Mozilla Firefox,55,50,37,Female,1,1,NA,How people use strategy,NA,iud|hjt|yto|lnc|jfm|kte|ypl|sqt|itz|bga,iud_c,hjt_c,yto_c,lnc_c,jfm_c,kte_c,ypl_c,sqt_c,itz_c,bga_c,113.435,118.748,97.445,78.101,92.389,27.688,36.598,100.765,137.139,30.543,113.698
control,ap00,2182,R_9mERDAqVITwIRCt,1,897,114.046,,,111.03,101.003,32.457,60.334,63.013,NA,NA,NA,NA,1,NA,NA,,,4,43,,,1,2,90 seconds,,touchscreen,NA,Safari,31,Male,,NA,NA,114.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap72,1683,R_3rSDb8DyBd5Dz4l,1,684,114.207,2.656,4.459,55.135,50.32,64.447,17.568,26.152,NA,NA,NA,NA,1,NA,NA,2,2,,,5,61,2,2,60,50,mouse,NA,Mozilla Firefox,34,Male,adv_header|ap72|adv_t|Q151,NA,NA,114.207,62,42289.78542,R_2tsssmL8nNfY7m2,1893,Firefox,15.911,520.397,8.461,6.359,59.414,137.139,113.435,118.748,36.598,100.765,97.445,92.389,27.688,30.543,78.101,83.2851,94.917,22.273,"Map things out in your head or by tracing with your mouse first. If you come to a block, just drag through it and it will overwrite what was there instead of having to manually remove the colors.",121.242,1,1,mouse,Mozilla Firefox,55,50,37,Female,1,1,NA,How people use strategy,NA,iud|hjt|yto|lnc|jfm|kte|ypl|sqt|itz|bga,iud_c,hjt_c,yto_c,lnc_c,jfm_c,kte_c,ypl_c,sqt_c,itz_c,bga_c,113.435,118.748,97.445,78.101,92.389,27.688,36.598,100.765,137.139,30.543,114.207
control,ap00,2024,R_25Smq4Ur9YwRH9Q,1,1027,114.539,,,110.895,48.388,97.049,53.806,55.669,NA,NA,NA,NA,1,NA,NA,,,3,22,,,1,1,33,,mouse,NA,Mozilla Firefox,51,Male,,NA,NA,114.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap26,734,R_QaBCar5f0HzD2WB,1,1006,114.674,17.523,18.198,97.267,56.385,60.018,46.839,83.343,NA,NA,NA,NA,1,NA,NA,2,2,,,5,40,1,1,60,50,trackpad,NA,Google Chrome,32,Male,adv_header|ap26|adv_t|Q151,NA,NA,114.674,29,42289.78403,R_27JYvzmASlvCf0c,881,Chrome,20.116,28.931,9.225,2.692,24.848,34.014,62.138,24.823,24.226,31.484,51.722,27.528,29.874,60.354,27.221,37.3384,30.679,27.757,"Generally try to start with the color that has the two dots that are closest together, knocking those out will clear up how the board will look at the end. Also try to work from outside in, taking care of all the outside squares first so that you don't finish a level with a random square available.",69.642,1,1,trackpad,Google Chrome,45,57,25,Male,1,1,NA,how well people can explain what they use to be successful ,NA,iud|ypl|sqt|lnc|bga|hjt|itz|kte|yto|jfm,iud_c,ypl_c,sqt_c,lnc_c,bga_c,hjt_c,itz_c,kte_c,yto_c,jfm_c,62.138,24.226,31.484,27.221,60.354,24.823,34.014,29.874,51.722,27.528,114.674
control,ap00,2070,R_A0yZQ8xZVo2X78Z,1,823,114.674,,,21.072,89.983,67.1,38.671,46.647,NA,NA,NA,NA,1,NA,NA,,,5,68,,,1,2,30,,touchscreen,NA,Google Chrome,52,Female,,NA,NA,114.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2089,R_10TypSTA5gIF2Ws,1,873,114.841,,,142.011,45.339,52.845,48.876,38.906,NA,NA,NA,NA,1,NA,NA,,,4,20,,,1,1,600,,mouse,NA,Google Chrome,39,Male,,NA,NA,114.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap37,1095,R_OO0rt6sCPS2TTNL,1,1034,114.984,32.738,30.899,32.201,28.032,36.545,79.505,32.55,NA,NA,NA,NA,1,NA,NA,2,2,,,3,9,2,2,45,45,mouse,NA,Google Chrome,25,Male,adv_header|ap37|adv_t|Q151,NA,NA,114.984,69,42289.78819,R_31oz2aXYxDqDcc8,895,Chrome,14.15,9.94,8.557,4.814,42.889,34.894,49.603,31.43,30.977,53.949,29.793,38.622,33.427,39.705,62.151,40.4551,36.758,29.569,Start by finding colors that have the closest distance and work your way up from there.,38.79,2,2,mouse,Google Chrome,35,81,27,Male,1,1,NA,Problem solving,NA,lnc|jfm|bga|kte|ypl|sqt|yto|itz|hjt|iud,lnc_c,jfm_c,bga_c,kte_c,ypl_c,sqt_c,yto_c,itz_c,hjt_c,iud_c,62.151,38.622,39.705,33.427,30.977,53.949,29.793,34.894,31.43,49.603,114.984
control,ap00,2479,R_3Rasw9SRiOh5YNf,1,737,115.06,,,71.612,45.455,34.316,74.725,36.7,NA,NA,NA,NA,1,NA,NA,,,6,70,,,1,1,45,,touchscreen,NA,Google Chrome,25,Female,,NA,NA,115.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap02,1314,R_2BzZBnhzgv1UcqF,1,731,115.448,16.743,16.942,28.344,18.232,18.88,22.36,23.707,1,NA,NA,NA,NA,5,4,2,3,,,4,40,1,2,15,12,mouse,NA,Mozilla Firefox,29,Female,adv_header|ap02|adv_t|Q151,NA,NA,115.448,1,42289.78333,R_1C3BDSKrTvEeo6w,774,Chrome,2.186,12.041,13.281,1.811,157.437,25.515,30.897,40.517,50.01,15.082,27.397,16.864,17.447,17.259,15.669,25.6657,21.481,44.143,I would move the balls that are furthest away from each other first. I would also go for the ones near the corner or edges. ,25.409,2,2,mouse,Google Chrome,40,53,24,Male,1,1,NA,People's problem solving skills. Logical problem solving. ,NA,hjt|itz|lnc|kte|yto|sqt|jfm|iud|bga|ypl,hjt_c,itz_c,lnc_c,kte_c,yto_c,sqt_c,jfm_c,iud_c,bga_c,ypl_c,40.517,25.515,15.669,17.447,27.397,15.082,16.864,30.897,17.259,50.01,115.448
treatment,ap31,1506,R_3ruRfta7AkEwOBj,1,1098,115.655,23.729,17.44,177.176,53.55,48.651,48.238,53.772,NA,NA,NA,NA,1,NA,NA,2,2,,,5,30,1,1,40,35,mouse,NA,Google Chrome,45,Female,adv_header|ap31|adv_t|Q151,NA,NA,115.655,44,42289.78403,R_3HtD0S9PTLvRFpa,961,Chrome,14.366,23.973,15.001,4.956,21.159,21.285,32.921,43.229,25.064,26.8,48.995,31.157,75.516,23.706,37.511,36.6184,32.039,24.988,"you will need to use patience.  it is important to plan your moves with care.  try to connect the close items first, then work your way up to the larger distance items.",62.282,1,2,mouse,Google Chrome,40,88,37,Female,1,1,NA,to see how one uses experience to give advice to help others.,NA,bga|sqt|itz|iud|yto|ypl|kte|hjt|lnc|jfm,bga_c,sqt_c,itz_c,iud_c,yto_c,ypl_c,kte_c,hjt_c,lnc_c,jfm_c,23.706,26.8,21.285,32.921,48.995,25.064,75.516,43.229,37.511,31.157,115.655
treatment,ap46,1687,R_2QVRZNDzrH8DNG2,1,895,116.162,19.907,13.618,72,41.143,48.111,25.81,71.343,NA,NA,NA,NA,1,NA,NA,3,3,,,7,81,1,1,40,30,mouse,NA,Mozilla Firefox,48,Male,adv_header|ap46|adv_t|Q151,NA,NA,116.162,82,42289.79583,R_2AQioZTYZQIpQdW,914,Chrome,25.548,9.96,5.588,4.747,34.93,47.423,42.126,75.724,54.011,33.827,39.476,34.777,20.904,35.35,83.282,46.69,40.801,27.499,Take your time and think things through. Do not rush through the game it's okay to make mistakes as long as you can quickly adjust them. Be calm don't get frustrated and you will do great.,54.525,1,1,trackpad,Google Chrome,30,79,21,Male,1,1,NA,How fast people can solve problems.,NA,ypl|sqt|bga|iud|lnc|itz|kte|hjt|yto|jfm,ypl_c,sqt_c,bga_c,iud_c,lnc_c,itz_c,kte_c,hjt_c,yto_c,jfm_c,54.011,33.827,35.35,42.126,83.282,47.423,20.904,75.724,39.476,34.777,116.162
treatment,ap26,1181,R_yrpKkY69u7vVQhr,1,1395,116.502,33.147,22.718,245.732,79.982,64.946,73.555,44.4,NA,NA,NA,NA,1,NA,NA,3,3,,,7,50,1,1,35 seconds,05 seconds,mouse,NA,Google Chrome,49,Female,adv_header|ap26|adv_t|Q151,NA,NA,116.502,29,42289.78403,R_27JYvzmASlvCf0c,881,Chrome,20.116,28.931,9.225,2.692,24.848,34.014,62.138,24.823,24.226,31.484,51.722,27.528,29.874,60.354,27.221,37.3384,30.679,27.757,"Generally try to start with the color that has the two dots that are closest together, knocking those out will clear up how the board will look at the end. Also try to work from outside in, taking care of all the outside squares first so that you don't finish a level with a random square available.",69.642,1,1,trackpad,Google Chrome,45,57,25,Male,1,1,NA,how well people can explain what they use to be successful ,NA,iud|ypl|sqt|lnc|bga|hjt|itz|kte|yto|jfm,iud_c,ypl_c,sqt_c,lnc_c,bga_c,hjt_c,itz_c,kte_c,yto_c,jfm_c,62.138,24.226,31.484,27.221,60.354,24.823,34.014,29.874,51.722,27.528,116.502
treatment,ap33,1785,R_263GtRBiKQd5kLX,1,1046,117.207,35.733,15.12,45.331,53.711,43.505,36.591,41.064,1,NA,NA,NA,NA,NA,NA,2,2,,,6,70,3,2,40,30,trackpad,NA,Google Chrome,24,Male,adv_header|ap33|adv_t|Q151,NA,NA,117.207,47,42289.78403,R_27pwGT93rzOTm0D,896,Chrome,2.424,20.256,5.083,17.793,31.193,33.103,33.873,23.966,28.985,72.53,15.759,43.151,24.937,132.912,73.799,48.3015,33.488,20.063,If you can't seem to figure it out then start over and do something different.,13.974,2,3,mouse,Google Chrome,80,51,33,Female,1,1,NA,To see how well people could perform.,No.,ypl|yto|jfm|lnc|kte|bga|iud|sqt|hjt|itz,ypl_c,yto_c,jfm_c,lnc_c,kte_c,bga_c,iud_c,sqt_c,hjt_c,itz_c,28.985,15.759,43.151,73.799,24.937,132.912,33.873,72.53,23.966,33.103,117.207
treatment,ap68,271,R_3Kvbz0t3H198ian,1,1097,117.39,27.219,14.033,63.553,63.72,37.12,24.879,116.64,NA,NA,NA,NA,1,NA,NA,2,2,,,2,42,2,2,130,95,mouse,NA,Google Chrome,66,Male,adv_header|ap68|adv_t|Q151,NA,NA,117.39,38,42289.78403,R_3pfD2b2LrgeuD7U,1454,Chrome,5.493,17.105,7.926,11.535,94.625,82.039,38.618,110.936,65.529,146.176,124.166,38.56,37.334,47.869,63.077,75.4304,64.303,22.069,Try to connect dots on the edges first.  Try to connect simple paths next.  Try to leave openings for complicated paths. ,112.951,2,2,trackpad,Google Chrome,90 sec,52,52,Male,1,1,NA,To see what kind of advice people will come up with.,NA,itz|yto|sqt|ypl|hjt|jfm|iud|lnc|kte|bga,itz_c,yto_c,sqt_c,ypl_c,hjt_c,jfm_c,iud_c,lnc_c,kte_c,bga_c,82.039,124.166,146.176,65.529,110.936,38.56,38.618,63.077,37.334,47.869,117.39
control,ap00,2569,R_1OBnsCFwGags09o,1,1016,117.468,,,131.886,118.77,47.245,65.311,162.963,NA,NA,NA,NA,1,NA,NA,,,3,19,,,1,1,110,,mouse,NA,Mozilla Firefox,35,Male,,NA,NA,117.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap72,760,R_3nBjfCvLbOzTG95,1,836,117.611,17.373,15.761,51.391,95.74,41.667,40.38,50.582,NA,NA,NA,NA,1,NA,NA,2,3,,,7,78,1,1,60,50,trackpad,NA,Google Chrome,26,Female,adv_header|ap72|adv_t|Q151,NA,NA,117.611,62,42289.78542,R_2tsssmL8nNfY7m2,1893,Firefox,15.911,520.397,8.461,6.359,59.414,137.139,113.435,118.748,36.598,100.765,97.445,92.389,27.688,30.543,78.101,83.2851,94.917,22.273,"Map things out in your head or by tracing with your mouse first. If you come to a block, just drag through it and it will overwrite what was there instead of having to manually remove the colors.",121.242,1,1,mouse,Mozilla Firefox,55,50,37,Female,1,1,NA,How people use strategy,NA,iud|hjt|yto|lnc|jfm|kte|ypl|sqt|itz|bga,iud_c,hjt_c,yto_c,lnc_c,jfm_c,kte_c,ypl_c,sqt_c,itz_c,bga_c,113.435,118.748,97.445,78.101,92.389,27.688,36.598,100.765,137.139,30.543,117.611
