participant,Progress,Duration..in.seconds.,Finished,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating.System,meta_Resolution,cat_json,eise_json,lnpk_json,mpeh_json,woln_json,demi_json,nwsr_json,prev_exp,prev_last,prev_first,prev_freq,adv_exp,adv_skill,adv_helpf,adv_imp_1,rel_exp,rel_skill,avg_perf_1,adv_perf_1,input,input_7_TEXT,browser,browser_6_TEXT,animals,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,condition,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,eise_c,lnpk_c,mpeh_c,woln_c,demi_c,nwsr_c
1322,100,798,TRUE,R_2R7E6pNqlDzNT3B,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1536x864,x5aI4Iq9vk,WMpDpqlSh2,NdjyUvJY9b,sCJNE5W7NK,ieLPmN4JGg,9ERHpEFdci,fcd9XhYFyv,"Yes, I've played some version of this game before",Within the last year,Within the last year,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,6,,"With a trackpad

",,Google Chrome,,"rat, elephant, cat, dog, pig, goat, fish, sheep, owl, deer, bear, elk, whale, wolf, antelope, giraffe, rhino, tiger, lion",31,Female,Other,orange,"Yes, I only spoke English growing up",,,,not sure,,control,R_2R7E6pNqlDzNT3B,798,0,1,1,0,6,2,3,6,5,9
1323,100,1266,TRUE,R_3FXoKCBUGg67dUd,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1536x864,ehY5vyh9ud,hG0J3GQFxi,gnhEvb5FiP,cl3ZucNPmE, UbyI5OkNmh,vMo2FSuze3  , 8Bcm6RX1Gz,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,6,,"With a trackpad

",,Google Chrome,,"dog, cat, hamster, rat, snake, bird, shark, seal, otter, turtle, lion, tiger, bear, cougar, bobcat, lynx, penguin, koala, lemur, elephant, lizard, cow, horse, mule, chicken, rabbit, squirrel, possum, raccoon",52,Female,Other,orange,"Yes, I only spoke English growing up",,,,it's about perceptions of words and vocabulary when pressed for time ,,control,R_3FXoKCBUGg67dUd,1266,0,0,0,0,5,6,9,12,10,11
1324,100,715,TRUE,R_25TQutjTxzojg1m,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1368x912,SNjKNFwnrY ,Qkg3y9EsNr,w7sNoWhZGX,b5cHK5tzBD,0pUWySoy1g ,bKODt9i6C9,Mga1teGDPj ,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,12,,"With a computer mouse

",,Google Chrome,,"dog, bird, elephant, turtle, coyote, zeebra, tiger, croc, flamingo, eagle, falcon, armadillo, bear, mouse, ",29,Male,Other,orange,"Yes, I only spoke English growing up",,,no,How consistent people are in mental exercises,,control,R_25TQutjTxzojg1m,715,0,0,0,0,9,17,14,14,18,15
1325,100,1309,TRUE,R_3s5jKKViXfEtCMb,anonymous,EN,Chrome,85.0.4183.133,CrOS x86_64 13310.93.0,1366x768,RY1XjhKuQm,KsTwxhHv7v,mURyOEn8H6,xTVD3vss8V,V6QpgRJ8Gc,UpSCTkEnJW,cauYP17mo,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were less skilled than most people,They were less skilled than me,3,8,I was as experienced as most people,I was as skilled as most people,6,7,"With a trackpad

",,Google Chrome,,"fox
rat
dog
cat
horse
elephant
falcon
eagle
shark
whale
dolphin
owl
hippo
zebra
deer
leopard
tiger
lion
gorilla
monkey
penguin",28,Male,Other,orange,"Yes, I only spoke English growing up",,,,To see how people do in a word finding game and whether the advice of a previous player shows any change in results of gameplay,,badadvice,R_3s5jKKViXfEtCMb,1309,0,1,0,1,4,9,10,9,6,9
1326,100,998,TRUE,R_3HA3fSMikZtfr0r,anonymous,EN,Firefox,85,Windows NT 10.0,1366x768,8Py5FMxKrG  ,ov0xLJabTz  ,6fjMk4EpDb  ,eRXJcfuFf9  ,RThgQ8axT2  ,v9Ke23TXvt  ,ugnwFwcgTI  ,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was less experienced than most people,I was less skilled than most people,10,,"With a trackpad

",,Mozilla Firefox,,cat dog monkey bird gorilla giraffe aligator goat horse pig crockadile lion tiger bear ,40,Female,Other,orange,"Yes, I only spoke English growing up",,,no real errors but it was extremely hard to highlight and get the words with the mouse. I found more words than I had time to highlight because I couldn't it to work. ,my lack of ability to use my mouse,no comment,control,R_3HA3fSMikZtfr0r,998,1,1,1,0,2,3,5,3,2,5
1327,100,829,TRUE,R_UVyVeHkpMqQSBoZ,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1536x864,4uY0y5ybNo,EMpiZb9gid,9aF7PmC8Iu ,58ZElZDItv ,qYsQvHb6Bt ,TTEjcqMt3L ,MEaOM1Ghid,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a month,They were about as skilled as most people,They were about as skilled as me,3,1,I was as experienced as most people,I was as skilled as most people,23,21,"With a computer mouse

",,Google Chrome,,"cat, dog, zebra, elephant, sloth, llama, alpaca, chimpanzee, boa constrictor, jellyfish, shark, gecko, elk, deer, cow, sheep, goat, horse, seal, walrus, polar bear, panda bear, ",40,Female,Other,orange,"Yes, I only spoke English growing up",,,No,I don't know but it was fun!,,badadvice,R_UVyVeHkpMqQSBoZ,829,0,1,0,0,17,21,21,17,22,20
1328,100,685,TRUE,R_2hEDvzSe3Rb4baF,anonymous,EN,Chrome,88.0.4324.182,Macintosh,1440x900,Xur36z6Dx,WHk94rE5Q,SuC2rtisUy,vjdV1YZyoz,bDhZDaeLr,kbe7bbuoyx,PuBawfrWJY,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,14,,"With a trackpad

",,Google Chrome,,"tiger, cat, dog, mouse, hamster, bird, elephant, cougar, cheetah, tiger, sloth, rat, antelope, iguana, lizard, buffalo, cow, rooster, sheep, hen, pig, emu, lemur, ",45,Female,Other,orange,"Yes, I only spoke English growing up",,,no,To see how talented people are with finding words.,None.,control,R_2hEDvzSe3Rb4baF,685,0,1,1,0,18,21,18,17,21,19
1329,100,1658,TRUE,R_2y1PDBXJBt4cEE0,anonymous,EN,Firefox,85,Windows NT 10.0,1366x768, y4xwVkvnEb,QfRkDJiic,3GPWyohbBS,S9k17n0dW0,pzzPHf2QY8,uGedToBrQW,Gg7nNJang,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,They were about as skilled as most people,They were less skilled than me,4,20,I was as experienced as most people,I was as skilled as most people,10,9,"With a computer mouse

",,Mozilla Firefox,,"cat, dog, zebra, giraffe, monkey, cow, horse, deer, antelope, gazelle, buffalo, bison, moose, gorilla, rat, mouse, gerbil, otter, alligator, crocadile,",40,Male,Other,orange,"Yes, I only spoke English growing up",,,some rounds it was difficult to drag from one tile to the next.  ,how advice can be accepted or unaccepted.,n/a,goodadvice,R_2y1PDBXJBt4cEE0,1658,0,0,0,0,8,8,10,3,13,8
1330,100,1067,TRUE,R_1Os25TfFaYQeU5b,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1920x1080,YDIOs5m8V  ,a2eriPTWXn  ,1p6lmExHvc  ,qkVFhNtElY  ,a42QjRcITG,Nt8BDrkkYv  ,a0tPauax0F  ,"No, I've never played any version of this game before",,,Less than once a year,They were more skilled than most people,They were more skilled than me,7 - Extremely helpful,29,I was as experienced as most people,I was as skilled as most people,10,15,"With a computer mouse

",,Google Chrome,,"Fox, rat, elephant, horse, cow, pig, mouse, louse, dolphin, fish, bull, boar, cat, lion, peacock, giraffe, hyena, jerboa, lynx, warthog, frog, ",22,Prefer not to answer,Other,orange,"Yes, I only spoke English growing up",,,,"This study was about how well people can assemble words, given letters.",,goodadvice,R_1Os25TfFaYQeU5b,1067,1,1,0,0,3,5,10,10,4,11
1331,100,1359,TRUE,R_RruYRr35CRuGqS5,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1920x1080,Yb32P4SRXo  ,Mvh2McdmSo  ,SefmQ8Hdqq  ,QhpucobO4i  ,YPqhewtjkQ  ,7GGao4LBg  ,62bGhznss1  ,"No, I've never played any version of this game before",,,Less than once a year,They were about as skilled as most people,They were about as skilled as me,3,7,I was less experienced than most people,I was less skilled than most people,12,12,"With a computer mouse

",,Google Chrome,,"LION
GIRAFFEE
HIPPO
CHEETA
BIRD
CAT
DOG
SQUIRRELL
RABBIT
HORSE
PIG
COW
BISON
MOOSE
ELK
GROUND HOG
BADGER
BEES
MOLE",31,Female,Other,orange,"Yes, I only spoke English growing up",,,,if we thought the person who gave the advice was smart or not,,badadvice,R_RruYRr35CRuGqS5,1359,1,1,1,0,7,10,12,15,17,14
1332,100,1425,TRUE,R_bDVfZnsWP8CEZ6F,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1280x720,LLOCs6bSZI  ,UXunrOgPKh  ,WpeRTZnIx0  ,D62SWHMC  ,aZ8RLUkqH5  ,5UN6LQRlBY  ,mVNRFophdY  ,"No, I've never played any version of this game before",,,A few times a week,They were more skilled than most people,They were more skilled than me,4,40,I was as experienced as most people,I was as skilled as most people,10,10,"With a computer mouse

",,Google Chrome,,"Monkey, cat, dog, gerbil, squirrel, bird, elephant, tiger, lion, rhinocerious",38,Female,Other,orange,"Yes, I only spoke English growing up",,,,I believe this study was to see how fast people processed the words.,,goodadvice,R_bDVfZnsWP8CEZ6F,1425,1,0,0,0,7,9,11,10,10,15
1333,100,659,TRUE,R_3EyiWVGzNwAxRsU,anonymous,EN,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,RIX5xL9PuB  ,gB2DSqBKx  ,yPCTDSgv2M  ,ap31u3SJOR  ,fR2GvXreX0  ,cu8DewD8wv  ,0UoWwp2lia  ,"No, I've never played any version of this game before",,,I never play word-finding games,,,,NA,I was less experienced than most people,I was less skilled than most people,8,,"With a computer mouse

",,Google Chrome,,"cow, cat, dog, mouse, deer, skunk, fish, horse, pig, chicken, fox, bird, squirrel, ",29,Male,Other,orange,"Yes, I only spoke English growing up",,,no,see how well people perform at the word search task,,control,R_3EyiWVGzNwAxRsU,659,0,0,0,1,4,5,4,7,7,9
1334,100,1131,TRUE,R_1KxSHzOc4z9CsJz,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1280x720,d7wrMXjvDT,fh4HXVd5a2,lViQVrYt2,W0oXpWBfsa,8K1g7zcVmu,gR8FMeShe3,302dgz1mQV ,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,5,7,I was as experienced as most people,I was as skilled as most people,22,22,"With a computer mouse

",,Google Chrome,,"giraffe, elephant, dog, cat, mouse, lion, tiger, wolf, fox, cow, horse, sheep, deer, antelope, wart hog, zebra, rhino, gazelle, rat, snake, bison, frog",52,Male,Other,orange,"Yes, I only spoke English growing up",,,nope!,willingness to take advice and comparing oneself to others,none thanks!,badadvice,R_1KxSHzOc4z9CsJz,1131,0,0,0,0,17,23,22,24,27,21
1335,100,998,TRUE,R_2tlinIeTIZmqdqu,anonymous,EN,Firefox,85,Macintosh,1440x900,Sbqwntg2Sz,WtxRcSfmm7 ,I0rZbK3Ki0 , F8WsiYSpjw,c6svpolbka,yDuvbwpQst,Ul8p63bTha,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,They were about as skilled as most people,They were about as skilled as me,4,30,I was less experienced than most people,I was as skilled as most people,5,5,"With a trackpad

",,Mozilla Firefox,,Cat dog elephant mouse rat horse cow pig goat rabbit emu chicken turkey pigeon donkey tiger lion coyote wolf panda ,40,Male,Other,orange,"Yes, I only spoke English growing up",,,N/A,I'm not entirely sure.,,goodadvice,R_2tlinIeTIZmqdqu,998,1,1,0,0,2,3,3,5,6,7
1336,100,1398,TRUE,R_2335peKRYS5QOt1,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,HEQLH9NCyu  ,zZXlPjJ2vX  , sl9GUoGfwW,XGZbQ2oFGC ,gpt5qGz26  ,gWe9W6UKsk  ,VOoKj93DIc  ,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,,,,NA,I was more experienced than most people,I was as skilled as most people,20,,"With a computer mouse

",,Google Chrome,,"girafee, dog, cat, alligator, rhino, hippo, fish, octopus, whale, squid, sea cucumber, bird, parakeet, orangutan, gorilla, monkey, lemer, sloth, chipmonk, turtle, snake, iguana, leopard, lion, tiger, bear, ",28,Female,Other,orange,"Yes, I only spoke English growing up",,,,People's ability to think quickly and how repetition helps us. ,,control,R_2335peKRYS5QOt1,1398,1,1,1,0,17,27,20,22,23,22
1337,100,1083,TRUE,R_1OHqR0xylXckPkv,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,DgDCEa0HkI,ZShU7Y1t5c ,bWptD4pYz5,NZVs5emZ4j,Ddl3GrR6a,qDalW90auQ  ,6tqB7U02XK,"Yes, I've played some version of this game before",Within the last 6 months,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,5,69,I was as experienced as most people,I was as skilled as most people,10,12,"With a trackpad

",,Google Chrome,,"Elephant, dog, cat, ferret, hog, pig, horse, koala, tiger, panther, wolf, dragon, lizard, rhino, giraffe, zebra, lion, bird, fish, shark, turtle, bunny, fox, elk, deer, ",32,Female,Other,orange,"Yes, I only spoke English growing up",,,"No, everything worked perfectly fine!","I am really not sure what it is about. I have played boggle before, but never for a survey ",This was really fun and I would be happy to do it again.,badadvice,R_1OHqR0xylXckPkv,1083,0,0,0,0,13,13,18,20,17,17
1338,100,737,TRUE,R_1HqNbQsuTKLPzkg,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1920x1080,0Yzy2GOklV,NIu0bz33Y  ,sxSy9w2oSf,rI8RNBBBuk,6d3mcij7Ca,8u4n7y3cVt,iX8yMJO11I,"No, I've never played any version of this game before",,,Less than once a year,They were less skilled than most people,They were less skilled than me,2,3,I was less experienced than most people,I was less skilled than most people,4,3,"With a computer mouse

",,Google Chrome,,"Goat, sheep, dog, cat, elephant, fish, bird, giraffe, squirrel, deer, frog, racoon, ground hog, pig, bear, snake, toad, ",43,Male,Other,orange,"Yes, I only spoke English growing up",,,no,fun,,badadvice,R_1HqNbQsuTKLPzkg,737,1,0,1,0,5,4,11,6,7,9
1339,100,826,TRUE,R_2t9wxTKPRDxbAiL,anonymous,EN,Chrome,88.0.4324.192,Macintosh,2560x1440,H46Y6rfFSz,ha5xWFflb,PzHZDW41FD,3qKxwjwfEi,qbsBLJQe2j,IRZDBCQzd3,0wVQM05jlG,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was less experienced than most people,I was less skilled than most people,12,,"With a computer mouse

",,Google Chrome,,"dog, cat, moose, rat, buffalo, mouse, fish, zebra, walrus, whale, shark, mink",29,Male,Other,orange,"Yes, I only spoke English growing up",,,,Evaluate how well people perform tasks and compare themselves to others.,,control,R_2t9wxTKPRDxbAiL,826,1,1,1,0,6,8,9,8,10,10
1340,100,961,TRUE,R_Zr7gwfGpRQqd3Nf,anonymous,EN,Firefox,85,Windows NT 6.3,1366x768,oZN1ZKVPc  ,5GxBCNxQEz ,qjCwFDvZhe,qGBYVigYq7,uc87pZwt2c,X0u5OTJ6,a06PP46TvO,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were more skilled than me,3,2,I was less experienced than most people,,6,8,"With a computer mouse

",,Mozilla Firefox,,"donkey, cat, dog, tiger, bear, lion, camel, horse, panda, zebra, elephant, giraffe ",25,Male,Other,orange,"Yes, I only spoke English growing up",,,no,how well people find words,,goodadvice,R_Zr7gwfGpRQqd3Nf,961,1,1,1,0,3,6,3,4,1,1
1341,100,848,TRUE,R_3R6H8GaqNFerT1L,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,zJL4jvjcyH,DY7xaaE6cv ,NzxGtrQ24,wXmI8i6KdD ,H1eIFa8exw,X4fZ2hFJJa,tdH78zqRfY,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were more skilled than me,5,29,I was less experienced than most people,I was less skilled than most people,15,15,"With a computer mouse

",,Google Chrome,,"cat, dog, mouse, hamster, racoon, possum, bat, horses, pigs, donkey, cow, kangaroo, bears, squirrel, ",33,Female,Other,orange,"Yes, I only spoke English growing up",,,,how well people take advice,,goodadvice,R_3R6H8GaqNFerT1L,848,0,0,0,0,6,7,5,10,10,12
1342,100,859,TRUE,R_1kFWNAHCsCINi4R,anonymous,EN,Chrome,88.0.4324.150,Windows NT 10.0,1280x720,BnLELrQpHZ,mleaHuz2Bn,jXMq3H4Lp,WQJjUQejw,JBPiCatCq,Ecv87uixmW,jiz1tHZdsg,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,Less than once a year,They were about as skilled as most people,They were about as skilled as me,2,7,I was as experienced as most people,I was as skilled as most people,10,10,"With a computer mouse

",,Google Chrome,,"elephant, rat, cat, dog, tiger, lion, cheetah, zebra, koala, panda, polar bear, brown bear, ant, flea, squirrel, ferret, ",36,Male,Other,orange,"Yes, I only spoke English growing up",,,no,see how well people do on word game,,badadvice,R_1kFWNAHCsCINi4R,859,0,0,0,0,9,9,14,11,15,14
1343,100,715,TRUE,R_2dDYkJWMyxFIxNQ,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1536x864,J5F0WD9jbj  ,Zj2p6mxDzx  ,hxHicck7n4,WbqjdEImSz  ,SmHTnBkIW  ,lorIEgTpMR  ,00aMZRu9a  ,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,12,,"With a computer mouse

",,Google Chrome,,"Dog, Cat, Pig, Horse, Sheep, Elephant, Lion, Cheetah, Yurtle, Hippo, Shark, Goldfish, Monkey, Zebra, Robin",32,Male,Other,orange,"Yes, I only spoke English growing up",,,No,Gauging knowledge of vocabulary,One of the more fun HITs I've done.,control,R_2dDYkJWMyxFIxNQ,715,1,0,1,0,13,12,9,11,20,17
1344,100,1720,TRUE,R_3Dc4MIE8w2SUuuY,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1536x864,39VHq85f45,XbbsRqfXh8,VrMwFkDbX2,4abHqwtXLj,OGQqiabPYR,XVTBFhNTku,w6pqkSUZ1q,"No, I've never played any version of this game before",,,Less than once a year,They were more skilled than most people,They were more skilled than me,4,40,I was as experienced as most people,I was as skilled as most people,20,40,"With a computer mouse

",,Google Chrome,,"cat, hamster, dog, alpaca, hamster, quokka, llama, fox, wolf, pig, bear, duck, skunk, snake, chinchilla, rat, mouse, rabbit, frog, lion, giraffe, otter, seal, tiger, leopard, hippo",32,Female,Other,orange,"Yes, I only spoke English growing up",,,,No clue,That part where listing all the animals is a bit much but I get it!,goodadvice,R_3Dc4MIE8w2SUuuY,1720,0,0,0,0,8,12,11,10,10,15
1345,100,922,TRUE,R_290WmBXsSJcswj2,anonymous,EN,Chrome,88.0.4324.96,Macintosh,1440x900,yCnMSmhl20,4QLDeqeCGw,1vD77t0pPs,MXveGTz7,WPd6Oqa9p,v86kQcyfR,pQnIzu0VGw,"No, I've never played any version of this game before",,,A few times a month,They were about as skilled as most people,They were about as skilled as me,5,56,I was as experienced as most people,I was less skilled than most people,10,13,"With a trackpad

",,Google Chrome,,"dog, cat, rat, duck, tiger, llama, lion, bat, sloth, aardvark, zebra, elephant, rhino, hippo, bird, butterfly, human, pig, bear, snake, ",27,Female,Other,orange ,"Yes, I only spoke English growing up",,,,,,badadvice,R_290WmBXsSJcswj2,922,1,1,0,0,6,16,13,12,14,18
1346,100,1213,TRUE,R_w0JTsPk8fEqpgHL,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1920x1080,7IO2ei7yQj  ,vaX1PMIfta,jnb36EfY57,bHIgYUijGt,I56CyYPufJ,u9luknC0mD,NUrkskQp5Q,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,They were about as skilled as most people,They were about as skilled as me,5,25,I was as experienced as most people,I was as skilled as most people,10,9,"With a computer mouse

",,Google Chrome,,"dog
cat 
monkey
donkey
pig
rooster
cheetah
lion
giraffe
bird
sloth
panda
rat
mouse
fink
pygmy marmoset
",44,Male,Other,orange,"Yes, I only spoke English growing up",,,no,If folks improved after instruction and how much they believed that to actually help (as opposed to their ability prior to receiving) ,,goodadvice,R_w0JTsPk8fEqpgHL,1213,0,0,0,0,5,5,7,7,10,10
